route_station_id,station_seq,is_start,is_end,route_id,station_id
160,53,0,0,100000015,121000093
161,54,0,0,100000015,121000094
162,55,0,0,100000015,121000095
163,56,0,0,100000015,121000121
164,57,0,0,100000015,121000123
165,58,0,0,100000015,121000019
166,59,0,0,100000015,121000021
167,60,0,0,100000015,121000023
168,61,0,0,100000015,119000289
169,62,0,0,100000015,119000288
170,63,0,0,100000015,119000287
171,64,0,0,100000015,119000286
172,65,0,0,100000015,119000285
173,66,0,0,100000015,119000284
174,67,0,0,100000015,120000059
175,68,0,0,100000015,120000060
176,69,0,1,100000015,120000061
177,1,1,0,100000016,111000907
178,2,0,0,100000016,111000001
179,3,0,0,100000016,111000003
180,4,0,0,100000016,111000005
181,5,0,0,100000016,111000007
182,6,0,0,100000016,112000129
183,7,0,0,100000016,111000085
184,8,0,0,100000016,111000086
185,9,0,0,100000016,111000327
186,10,0,0,100000016,111000087
187,11,0,0,100000016,111000088
188,12,0,0,100000016,111000074
189,13,0,0,100000016,111000076
190,14,0,0,100000016,112000137
191,15,0,0,100000016,112000135
192,16,0,0,100000016,112000134
193,17,0,0,100000016,112000132
194,18,0,0,100000016,112000130
195,19,0,0,100000016,112000072
196,20,0,0,100000016,112000070
197,21,0,0,100000016,112000352
198,22,0,0,100000016,112000068
199,23,0,0,100000016,112000066
200,24,0,0,100000016,113000135
201,25,0,0,100000016,113000414
202,26,0,0,100000016,113000413
203,27,0,0,100000016,113000412
204,28,0,0,100000016,118000088
205,29,0,0,100000016,118000089
206,30,0,0,100000016,118000040
207,31,0,0,100000016,118000036
208,32,0,0,100000016,118000035
209,33,0,0,100000016,118000032
210,34,0,0,100000016,118000033
211,35,0,0,100000016,118000019
212,36,0,0,100000016,118000037
213,37,0,0,100000016,118000041
214,38,0,0,100000016,118000090
215,39,0,0,100000016,118000087
216,40,0,0,100000016,113000423
217,41,0,0,100000016,113000422
218,42,0,0,100000016,112000064
219,43,0,0,100000016,112000065
220,44,0,0,100000016,112000067
221,45,0,0,100000016,112000337
222,46,0,0,100000016,112000069
223,47,0,0,100000016,112000071
224,48,0,0,100000016,112000131
225,49,0,0,100000016,112000133
226,50,0,0,100000016,112000175
227,51,0,0,100000016,112000136
228,52,0,0,100000016,112000138
229,53,0,0,100000016,111000067
230,54,0,0,100000016,111000069
231,55,0,0,100000016,111000081
232,56,0,0,100000016,111000082
233,57,0,0,100000016,111000328
234,58,0,0,100000016,111000274
235,59,0,0,100000016,111000084
236,60,0,0,100000016,111000008
237,61,0,0,100000016,111000006
238,62,0,0,100000016,111000004
239,63,0,0,100000016,111000002
240,64,0,1,100000016,111000468
241,1,1,0,100000017,101000308
242,2,0,0,100000017,101000309
243,3,0,0,100000017,101000310
244,4,0,0,100000017,101000311
245,5,0,0,100000017,100000400
246,6,0,0,100000017,100000401
